pair_id,case_id,source_line_no,function_id_a,function_id_b,label,graphcodebert_prediction,llm_bcb_style_prediction,error_type,confidence,failure_category,normalized_category,recommended_route,static_solvability,dynamic_solvability,execution_priority,method_name_a,method_name_b,token_jaccard,strict_clone,bcb_style_clone
739,1697,1697,21998571,7891509,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readTwitterFead,PageLoader,0.081081,no,no
740,1699,1699,17580775,7166270,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runInternal,issueCommandToServer,0.085308,no,yes
741,1701,1701,22418839,9210168,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,handleHandshake,run,0.180952,no,no
742,1704,1704,14819747,7425022,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,transferWSDL,0.074074,no,no
743,1711,1711,9267602,160705,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,downloadFile,0.15942,no,no
744,1713,1713,11334468,1005108,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,wordFrequency,googleImageSearch,0.153846,no,no
745,1714,1714,13757855,10690321,0,1,0,FP,0.9,library_context_missing,library_context_missing,context_recovery_then_dynamic,not_reliably_solvable_static,low,low,process,readData,0.082353,no,no
746,1715,1715,16931472,21016435,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,handler,getFullScreenUrl,0.228261,no,no
747,1716,1716,2396191,10540676,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getLinksFromURLFast,checkForUpgrade,0.137056,no,no
748,1717,1717,771802,10690321,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,createOutputStream,readData,0.054237,no,no
749,1720,1720,20073619,12724876,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,getPagina,loadURL,0.149425,no,no
750,1722,1722,3584508,5035872,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.125,no,yes
751,1725,1725,20855053,12724876,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,init,loadURL,0.154545,no,no
752,1727,1727,19307120,11082670,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,sendPost,lookupFutureEvents,0.132353,no,no
753,1728,1728,335223,22114133,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readAndRewrite,actionPerformed,0.021459,no,no
754,1729,1729,1985677,12724876,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,SRWGuiClient,loadURL,0.115741,no,no
755,1736,1736,21998571,11546108,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readTwitterFead,run,0.136364,no,no
756,1738,1738,22418839,1985677,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,handleHandshake,SRWGuiClient,0.097778,no,no
757,1739,1739,1005108,12883117,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,googleImageSearch,PhoneSetImpl,0.152174,no,no
758,1740,1740,21979462,1005107,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,downloadURLtoString,googleImageSearch,0.125,no,no
759,1743,1743,8588992,7372311,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,perform,generateDeviceUUID,0.07027,no,no
760,1748,1748,22418839,9319440,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,handleHandshake,load,0.2,no,no
761,1749,1749,7633336,22625683,0,1,0,FP,0.9,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,executeHttpGet,downloadModel,0.040541,no,no
762,1750,1750,18097962,742465,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getVersion,doVersionCheck,0.219178,no,no
763,1754,1754,13122204,14819747,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,medium,unzipModel,main,0.089474,no,no
764,1755,1755,12883117,10540676,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,PhoneSetImpl,checkForUpgrade,0.093168,no,no
765,1757,1757,884867,10690321,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,main,readData,0.076642,no,no
766,1759,1759,16079868,1005108,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readIntoList,googleImageSearch,0.165217,no,no
767,1769,1769,11546108,1985677,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,SRWGuiClient,0.125,no,no
768,1770,1770,16931472,3409084,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,handler,getRequestContent,0.181818,no,no
769,1773,1773,22114133,755203,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,actionPerformed,readAndRewrite,0.021459,no,no
770,1774,1774,18544890,18097962,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,get,getVersion,0.205128,no,no
771,1777,1777,647224,22114133,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,uploadFile,actionPerformed,0.09,no,no
772,1778,1778,10690321,149935,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,readData,convert,0.079412,no,no
773,1779,1779,2465747,21016435,0,1,0,FP,0.9,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,postRequest,getFullScreenUrl,0.318681,no,no
774,1782,1782,5760649,10690321,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,createFile,readData,0.025641,no,no
775,1787,1787,4562786,160705,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,GetResponse,downloadFile,0.162162,no,no
776,1792,1792,3584508,22410173,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.2,no,yes
777,1799,1799,7891509,160705,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,PageLoader,downloadFile,0.15,no,no
778,1802,1802,1169642,14617444,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,readUNI,0.198198,no,no
779,1806,1806,7633336,1005107,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,executeHttpGet,googleImageSearch,0.105263,no,no
780,1807,1807,14688886,3409084,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,populateResources,getRequestContent,0.07619,no,no
781,1809,1809,11334468,10540676,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,wordFrequency,checkForUpgrade,0.091954,no,no
782,1810,1810,21821404,21016435,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getWebPage,getFullScreenUrl,0.121951,no,no
783,1812,1812,22441244,22114133,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,send,actionPerformed,0.079755,no,no
784,1813,1813,810342,22625683,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,doVersionCheck,downloadModel,0.190476,no,no
785,1814,1814,14819747,5299276,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,execute,0.089888,no,no
786,1815,1815,3584508,12066447,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,truncate,0.163462,no,yes
787,1827,1827,17901739,3409084,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,setMembers,getRequestContent,0.106667,no,no
788,1828,1828,14819747,12783713,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,sendErrorMessage,0.082051,no,no
789,1830,1830,13720140,8588992,0,1,0,FP,0.98,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,modifyProperty,perform,0.080808,no,no
790,1831,1831,12197169,21016435,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,read,getFullScreenUrl,0.185567,no,no
791,1832,1832,3266833,22114133,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,MotixFileItem,actionPerformed,0.05,no,no
792,1833,1833,22114133,8801436,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,actionPerformed,copy,0.091324,no,no
793,1834,1834,10690321,14502142,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,copyFile,0.037037,no,no
794,1836,1836,2396191,16215393,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getLinksFromURLFast,importSequences,0.11215,no,no
795,1837,1837,20210699,21016435,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getTicketsForQueue,getFullScreenUrl,0.150327,no,no
796,1840,1840,11475527,21016435,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,addDataFromURL,getFullScreenUrl,0.2375,no,no
797,1842,1842,22442270,12724876,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,handledRun,loadURL,0.156716,no,no
798,1848,1848,5543349,20210699,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,loadMFileViaWeb,getTicketsForQueue,0.122302,no,no
799,1850,1850,22418839,8665321,0,1,0,FP,0.98,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,handleHandshake,getNetworkServersIPs,0.16,no,no
800,1851,1851,18097962,10540676,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getVersion,checkForUpgrade,0.11976,no,no
801,1853,1853,21998571,1005107,0,1,0,FP,0.85,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readTwitterFead,googleImageSearch,0.105691,no,no
802,1854,1854,3330944,22114133,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,extractImage,actionPerformed,0.095455,no,no
803,1855,1855,3584508,18696387,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,Converter,0.215385,no,yes
804,1857,1857,14819747,20619879,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,copyLogic,0.085714,no,no
805,1862,1862,14473711,8588992,0,1,0,FP,0.95,dataflow_blindspot,dataflow_blindspot,dynamic_rejection_with_trace,partially_solvable,high,high,str2md5,perform,0.02994,no,no
806,1869,1869,2017833,8588992,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,hash,perform,0.046784,no,no
807,1871,1871,8588992,6517139,0,1,0,FP,0.9,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,perform,getPrefsKey,0.047619,no,no
808,1873,1873,21998571,12039034,0,1,0,FP,0.9,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readTwitterFead,importRoles,0.216867,no,no
809,1874,1874,22844377,16215393,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,scrapeForIsbns,importSequences,0.147059,no,no
810,1875,1875,20028790,1005108,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,setBundleInfoName,googleImageSearch,0.154545,no,no
811,1879,1879,3409084,11546108,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getRequestContent,run,0.103896,no,no
812,1880,1880,21979462,5951610,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,downloadURLtoString,testNetworkHTTP,0.171875,no,yes
813,1882,1882,22875895,12724876,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readVersion,loadURL,0.168421,no,no
814,1885,1885,10690321,3184073,0,1,0,FP,0.99,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,copyFile,0.053381,no,no
815,1886,1886,7143591,16353490,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getWebByUrl,executePost,0.235849,no,no
816,1888,1888,20091126,22114133,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,copy,actionPerformed,0.057592,no,no
817,1891,1891,16556717,8588992,0,1,0,FP,0.99,other,other,hybrid_review,partially_solvable,medium,low,getSHADigest,perform,0.044444,no,no
818,1892,1892,3053403,22114133,0,1,0,FP,0.98,other,other,hybrid_review,partially_solvable,medium,low,main,actionPerformed,0.037383,no,no
819,1897,1897,21125261,22114133,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,test,actionPerformed,0.053571,no,no
820,1904,1904,6301863,21016435,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,doRawRequest,getFullScreenUrl,0.235294,no,no
821,1906,1906,14819747,4118412,0,1,0,FP,0.98,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,compress,0.079439,no,no
822,1907,1907,14819747,23532405,0,1,0,FP,0.98,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,persist,0.077778,no,no
823,1908,1908,471804,10540676,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,doVersionCheck,checkForUpgrade,0.101604,no,no
824,1912,1912,2396191,10547671,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getLinksFromURLFast,retrieveTemplate,0.172414,no,no
825,1913,1913,822452,22114133,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,readAndRewrite,actionPerformed,0.021459,no,no
826,1917,1917,19307120,1005108,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,sendPost,googleImageSearch,0.174312,no,no
827,1921,1921,21979462,1508930,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,downloadURLtoString,httpRequestByPOST,0.214286,no,yes
828,1926,1926,18544890,1985677,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,get,SRWGuiClient,0.127451,no,no
829,1929,1929,9267602,12171364,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,getFrameworkFactory,0.203125,no,no
830,1930,1930,1169642,665420,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,doVersionCheck,0.191667,no,no
831,1931,1931,14819747,841724,0,1,0,FP,0.98,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,readAndRewrite,0.047847,no,no
832,1932,1932,14819747,20735941,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,getFile,0.091892,no,no
833,1934,1934,293167,1005108,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,doVersionCheck,googleImageSearch,0.172414,no,no
834,1935,1935,3409084,7846688,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getRequestContent,postData,0.190476,no,no
835,1937,1937,14819747,8135072,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,setImg,0.1133,no,no
836,1941,1941,5951610,6301863,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,testNetworkHTTP,doRawRequest,0.214286,no,yes
837,1942,1942,3409084,665420,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getRequestContent,doVersionCheck,0.145161,no,no
838,1944,1944,189963,22114133,0,1,0,FP,1.0,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readAndRewrite,actionPerformed,0.021459,no,no
839,1945,1945,8588992,937612,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,perform,new2Password,0.057471,no,no
840,1948,1948,16550855,3409084,0,1,0,FP,0.9,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readPage,getRequestContent,0.243902,no,no
841,1950,1950,22114133,12380475,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,actionPerformed,transport,0.081633,no,no
842,1951,1951,21998571,19109981,0,1,0,FP,0.85,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readTwitterFead,startScript,0.139785,no,no
843,1953,1953,701029,14617444,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,loadSourceCode,readUNI,0.257576,no,no
844,1958,1958,7166270,20210699,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,issueCommandToServer,getTicketsForQueue,0.081633,no,no
845,1959,1959,16550855,10540676,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readPage,checkForUpgrade,0.13125,no,no
846,1960,1960,22114133,88047,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,actionPerformed,readAndRewrite,0.021459,no,no
847,1961,1961,884867,22114133,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,actionPerformed,0.085,no,no
848,1962,1962,8430178,22114133,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,copyFile,actionPerformed,0.120833,no,no
849,1964,1964,22114133,18211588,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,actionPerformed,copyTextFile,0.091837,no,no
850,1965,1965,8588992,8024375,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,perform,getRandomGUID,0.073298,no,no
851,1966,1966,22418839,9267602,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,handleHandshake,main,0.141304,no,no
852,1973,1973,14617444,10212189,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readUNI,getXML,0.237288,no,no
853,1974,1974,13152325,22625683,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,loadExistingAntlibs,downloadModel,0.14433,no,no
854,1975,1975,23517481,8588992,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,md5,perform,0.092486,no,no
855,1977,1977,16353490,1985677,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,executePost,SRWGuiClient,0.103286,no,no
856,1980,1980,14819747,14317425,0,1,0,FP,0.99,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,encodeFileToFile,0.093407,no,no
857,1984,1984,7809093,1005108,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getContent,googleImageSearch,0.114035,no,no
858,1986,1986,19307120,20519261,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,sendPost,readReferenceText,0.222222,no,no
859,1988,1988,4562786,10540676,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,GetResponse,checkForUpgrade,0.1,no,no
860,1989,1989,8588992,3945236,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,perform,hash,0.088398,no,no
861,1991,1991,3584508,19868933,1,0,1,FN,0.95,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,copyResource,copyFromFileToFileUsingNIO,0.203704,no,yes
862,1992,1992,3584508,1421557,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,encodeFileToFile,0.19697,no,yes
863,1993,1993,3631989,22625683,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,downloadModel,0.177419,no,no
864,1994,1994,18544890,293167,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,get,doVersionCheck,0.215054,no,no
865,1996,1996,16353490,19549577,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,executePost,callApiPost,0.217822,no,no
866,1997,1997,293167,12171364,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,doVersionCheck,getFrameworkFactory,0.2,no,no
867,1999,1999,3731077,22114133,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,copyFile,actionPerformed,0.055838,no,no
868,2003,2003,14819747,21488868,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,encodeFileToFile,0.093407,no,no
869,2005,2005,17202158,5543349,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readZoneIDs,loadMFileViaWeb,0.234375,no,no
870,2006,2006,1985677,614099,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,SRWGuiClient,doVersionCheck,0.128205,no,no
871,2009,2009,8983517,7166270,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getUser,issueCommandToServer,0.1,no,no
872,2010,2010,10690321,15580610,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,readData,trainClassifier,0.043011,no,no
873,2012,2012,3330775,8166767,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getJSONData,invoke,0.234783,no,yes
874,2014,2014,10690321,22801734,0,1,0,FP,0.9,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,setup,0.088685,no,no
875,2016,2016,10131427,10690321,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,copyFile,readData,0.026316,no,no
876,2021,2021,3584508,19113613,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copy,0.19697,no,yes
877,2022,2022,3584508,20735941,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,getFile,0.242424,no,yes
878,2024,2024,1005107,22442270,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,googleImageSearch,handledRun,0.143885,no,no
879,2029,2029,3409084,11334468,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getRequestContent,wordFrequency,0.153846,no,no
880,2030,2030,3053403,10690321,0,1,0,FP,0.9,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,main,readData,0.038062,no,no
