pair_id,case_id,source_line_no,function_id_a,function_id_b,label,graphcodebert_prediction,llm_bcb_style_prediction,error_type,confidence,failure_category,normalized_category,recommended_route,static_solvability,dynamic_solvability,execution_priority,method_name_a,method_name_b,token_jaccard,strict_clone,bcb_style_clone
146,622,622,19494842,5836744,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,callService,read,0.215686,no,yes
147,632,632,21979462,9450274,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,downloadURLtoString,seeURLConnection,0.390244,no,yes
148,636,636,18370075,8588992,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,createPasswordDigest,perform,0.030303,no,no
149,641,641,13439950,5951610,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,readRemoteFile,testNetworkHTTP,0.181818,no,yes
150,669,669,7945594,614099,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,fileDownload,doVersionCheck,0.216867,no,yes
151,693,693,22114133,6421904,0,1,0,FP,0.9,other,other,hybrid_review,partially_solvable,medium,medium,actionPerformed,addRecord,0.086207,no,no
152,696,696,14617444,11082670,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readUNI,lookupFutureEvents,0.130769,no,no
153,707,707,11082670,9450274,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,lookupFutureEvents,seeURLConnection,0.129032,no,yes
154,714,714,5951610,1508930,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,testNetworkHTTP,httpRequestByPOST,0.157895,no,yes
155,716,716,16719805,8754809,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,low,copyFile,launch,0.057778,no,yes
156,730,730,807346,9267602,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,main,0.132075,no,yes
157,756,756,3584508,7911686,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.22,no,yes
158,767,767,10690321,12380475,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,transport,0.046931,no,no
159,797,797,3584508,5760649,1,0,1,FN,0.9,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,copyResource,createFile,0.125,no,yes
160,799,799,14194234,20073619,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,File2String,getPagina,0.257576,no,yes
161,810,810,3409084,6558022,0,1,0,FP,0.9,dataflow_blindspot,dataflow_blindspot,dynamic_rejection_with_trace,partially_solvable,high,high,getRequestContent,CheckUrl,0.352941,no,no
162,830,830,701029,1985677,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,loadSourceCode,SRWGuiClient,0.085859,no,no
163,832,832,7044153,3401153,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,sendExceptionToServer,getHTML,0.233645,no,yes
164,841,841,11475527,1508930,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,addDataFromURL,httpRequestByPOST,0.219178,no,yes
165,857,857,1508930,4562786,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,httpRequestByPOST,GetResponse,0.217949,no,yes
166,884,884,3584508,18238468,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,testLoadSource,0.071429,no,yes
167,891,891,22114133,14598566,0,1,0,FP,0.9,other,other,hybrid_review,partially_solvable,medium,low,actionPerformed,copyFileByNIO,0.031746,no,no
168,909,909,6890417,6299111,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,retrieveQ,0.212121,no,yes
169,913,913,18891988,14758866,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getFile,getResourceAsStream,0.153409,no,yes
170,921,921,6470716,8150996,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,copyFile,0.219512,no,yes
171,926,926,3584508,16719805,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.222222,no,yes
172,960,960,14758866,23452437,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getResourceAsStream,internalCopy,0.186916,no,yes
173,964,964,3401153,14038176,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,fetchUrl,0.333333,no,yes
174,970,970,1508930,7166270,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,httpRequestByPOST,issueCommandToServer,0.177083,no,yes
175,971,971,18793482,20128728,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,modifyApplicationMessage,copyFile,0.095745,no,yes
176,981,981,3584508,12380475,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,transport,0.15873,no,yes
177,994,994,3584508,17996547,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.25,no,yes
178,1005,1005,14168494,22114133,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,copyFile,actionPerformed,0.026316,no,no
179,1016,1016,10690321,11952735,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,copyFile,0.050725,no,no
180,1035,1035,3584508,12236729,1,0,1,FN,0.95,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,copyResource,copy,0.295455,no,yes
181,1037,1037,7143591,1005108,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,getWebByUrl,googleImageSearch,0.164062,no,no
182,1039,1039,12197169,14617444,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,read,readUNI,0.272727,no,no
183,1045,1045,6890417,5543349,1,0,1,FN,0.85,long_range_semantics,long_range_semantics,hybrid_review,partially_solvable,medium,medium,main,loadMFileViaWeb,0.094828,no,yes
184,1066,1066,10690321,7911686,0,1,0,FP,0.99,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,readData,copyFile,0.041199,no,no
185,1070,1070,3584508,21656668,1,0,1,FN,0.85,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,copyResource,copyResourceToFile,0.207547,no,yes
186,1085,1085,20519261,14194234,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,readReferenceText,File2String,0.232558,no,yes
187,1106,1106,7945594,9319440,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,fileDownload,load,0.230769,no,yes
188,1113,1113,5951610,5543349,1,0,1,FN,0.9,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,testNetworkHTTP,loadMFileViaWeb,0.204819,no,yes
189,1117,1117,6908537,13207437,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,login,sendRequestObjectResponse,0.15,no,yes
190,1118,1118,18238468,22114133,0,1,0,FP,0.99,other,other,hybrid_review,partially_solvable,medium,low,testLoadSource,actionPerformed,0.023923,no,no
191,1122,1122,22114133,16719805,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,actionPerformed,copyFile,0.102041,no,no
192,1126,1126,21754659,14819747,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,getButtonSonido,main,0.105023,no,no
193,1135,1135,3514286,8588992,0,1,0,FP,0.98,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getHashedPassword,perform,0.046784,no,no
194,1147,1147,6470716,8747840,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,copy,0.239437,no,yes
195,1176,1176,10690321,16825994,0,1,0,FP,0.95,dataflow_blindspot,dataflow_blindspot,dynamic_rejection_with_trace,partially_solvable,high,low,readData,run,0.070175,no,no
196,1178,1178,807346,6299111,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,retrieveQ,0.174603,no,yes
197,1179,1179,8973505,5836744,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,writeFileType,read,0.135417,no,yes
198,1181,1181,3584508,8430178,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.181818,no,yes
199,1195,1195,807346,2221297,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,getURLContent,0.186441,no,yes
200,1228,1228,807346,20519261,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,readReferenceText,0.183099,no,yes
201,1258,1258,12678045,18097962,0,1,0,FP,0.95,library_context_missing,library_context_missing,context_recovery_then_dynamic,not_reliably_solvable_static,low,medium,addQDInformation,getVersion,0.153153,no,no
202,1271,1271,19944975,22114133,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,writeConfiguration,actionPerformed,0.061856,no,no
203,1272,1272,3584508,1357662,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFileTo,0.160714,no,yes
204,1273,1273,14819747,7911686,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,medium,main,copyFile,0.083832,no,no
205,1278,1278,6470716,23370621,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,downloadFile,0.096774,no,yes
206,1287,1287,6908537,10212189,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,login,getXML,0.246377,no,yes
207,1289,1289,3584508,8216539,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,getFileContentAsString,0.240741,no,yes
208,1290,1290,3401153,19109981,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,startScript,0.246753,no,yes
209,1315,1315,17791385,10690321,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,copyFile,readData,0.033333,no,no
210,1337,1337,3401153,350482,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,doVersionCheck,0.216867,no,yes
211,1339,1339,13657527,1508930,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getDatasetsList,httpRequestByPOST,0.179775,no,yes
212,1349,1349,807346,7891509,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,PageLoader,0.195122,no,yes
213,1351,1351,14819747,21125261,0,1,0,FP,0.98,other,other,hybrid_review,partially_solvable,medium,low,main,test,0.068966,no,no
214,1374,1374,20519261,1985677,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readReferenceText,SRWGuiClient,0.131313,no,no
215,1378,1378,3409084,9267602,0,1,0,FP,1.0,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getRequestContent,main,0.214286,no,no
216,1405,1405,13596891,6301863,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,doTransfer,doRawRequest,0.196262,no,yes
217,1424,1424,15797402,22114133,0,1,0,FP,0.95,dataflow_blindspot,dataflow_blindspot,dynamic_rejection_with_trace,partially_solvable,high,high,parse,actionPerformed,0.050505,no,no
218,1425,1425,22114133,20619879,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,actionPerformed,copyLogic,0.055556,no,no
219,1431,1431,22114133,14317425,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,actionPerformed,encodeFileToFile,0.10101,no,no
220,1432,1432,14819747,8778962,0,1,0,FP,1.0,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,decodeFileToFile,0.093407,no,no
221,1434,1434,665420,9450274,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,doVersionCheck,seeURLConnection,0.208955,no,yes
222,1439,1439,19307120,742465,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,sendPost,doVersionCheck,0.234568,no,no
223,1445,1445,17202158,18097962,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readZoneIDs,getVersion,0.28,no,no
224,1449,1449,3584508,23452437,1,0,1,FN,0.9,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,copyResource,internalCopy,0.271186,no,yes
225,1450,1450,7809093,9450274,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getContent,seeURLConnection,0.262295,no,yes
226,1458,1458,22418839,10540676,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,handleHandshake,checkForUpgrade,0.117647,no,no
227,1467,1467,3584508,14390569,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,DialogHelper,0.118644,no,yes
228,1476,1476,659316,8754809,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,launch,0.078512,no,yes
229,1494,1494,14194234,10547671,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,File2String,retrieveTemplate,0.296875,no,yes
230,1499,1499,19494842,3409084,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,callService,getRequestContent,0.18,no,no
231,1500,1500,14617444,14038176,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readUNI,fetchUrl,0.313725,no,no
232,1509,1509,7945594,350482,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,fileDownload,doVersionCheck,0.216867,no,yes
233,1516,1516,22114133,4118412,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,actionPerformed,compress,0.091703,no,no
234,1524,1524,8166767,6558022,1,0,1,FN,0.85,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,invoke,CheckUrl,0.110092,no,yes
235,1525,1525,807346,19109981,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runScript,startScript,0.190476,no,yes
236,1534,1534,14194234,19109981,1,0,1,FN,0.9,boilerplate_overlap,boilerplate_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,File2String,startScript,0.24359,no,yes
237,1541,1541,3584508,8000624,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,CopyTo,0.306122,no,yes
238,1564,1564,2022160,10690321,0,1,0,FP,0.9,dataflow_blindspot,dataflow_blindspot,dynamic_rejection_with_trace,partially_solvable,high,low,write,readData,0.044521,no,no
239,1567,1567,20028790,160705,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,setBundleInfoName,downloadFile,0.170732,no,no
240,1577,1577,20623709,22114133,0,1,0,FP,1.0,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,split,actionPerformed,0.096296,no,no
241,1581,1581,20028790,20210699,0,1,0,FP,0.98,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,setBundleInfoName,getTicketsForQueue,0.179688,no,no
242,1584,1584,21998571,7846688,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readTwitterFead,postData,0.095238,no,no
243,1624,1624,11475527,9450274,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,addDataFromURL,seeURLConnection,0.297872,no,yes
244,1631,1631,8983517,12883117,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,getUser,PhoneSetImpl,0.22807,no,no
245,1637,1637,19494842,807346,1,0,1,FN,0.85,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,callService,runScript,0.214286,no,yes
246,1640,1640,701029,12724876,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,loadSourceCode,loadURL,0.163265,no,no
247,1644,1644,20991673,8588992,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,generateTopicId,perform,0.050562,no,no
248,1648,1648,7166270,9526031,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,issueCommandToServer,register,0.113333,no,yes
249,1650,1650,2221297,14194234,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getURLContent,File2String,0.260274,no,yes
250,1657,1657,3584508,4716110,1,0,1,FN,0.9,library_context_missing,library_context_missing,context_recovery_then_expert,not_reliably_solvable_static,low,medium,copyResource,copyFile,0.166667,no,yes
251,1682,1682,10690321,22114133,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,actionPerformed,0.080808,no,no
252,1685,1685,13563706,18211588,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,doGet,copyTextFile,0.071713,no,yes
253,1686,1686,21998571,13152325,0,1,0,FP,1.0,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readTwitterFead,loadExistingAntlibs,0.154545,no,no
254,1693,1693,3584508,20091126,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copy,0.188679,no,yes
255,1699,1699,17580775,7166270,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runInternal,issueCommandToServer,0.085308,no,yes
256,1714,1714,13757855,10690321,0,1,0,FP,0.9,library_context_missing,library_context_missing,context_recovery_then_dynamic,not_reliably_solvable_static,low,low,process,readData,0.082353,no,no
257,1720,1720,20073619,12724876,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,getPagina,loadURL,0.149425,no,no
258,1722,1722,3584508,5035872,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.125,no,yes
259,1754,1754,13122204,14819747,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,medium,unzipModel,main,0.089474,no,no
260,1787,1787,4562786,160705,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,GetResponse,downloadFile,0.162162,no,no
261,1792,1792,3584508,22410173,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copyFile,0.2,no,yes
262,1815,1815,3584508,12066447,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,truncate,0.163462,no,yes
263,1830,1830,13720140,8588992,0,1,0,FP,0.98,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,modifyProperty,perform,0.080808,no,no
264,1832,1832,3266833,22114133,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,MotixFileItem,actionPerformed,0.05,no,no
265,1834,1834,10690321,14502142,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,copyFile,0.037037,no,no
266,1848,1848,5543349,20210699,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,loadMFileViaWeb,getTicketsForQueue,0.122302,no,no
267,1850,1850,22418839,8665321,0,1,0,FP,0.98,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,handleHandshake,getNetworkServersIPs,0.16,no,no
268,1855,1855,3584508,18696387,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,Converter,0.215385,no,yes
269,1862,1862,14473711,8588992,0,1,0,FP,0.95,dataflow_blindspot,dataflow_blindspot,dynamic_rejection_with_trace,partially_solvable,high,high,str2md5,perform,0.02994,no,no
270,1880,1880,21979462,5951610,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,downloadURLtoString,testNetworkHTTP,0.171875,no,yes
271,1885,1885,10690321,3184073,0,1,0,FP,0.99,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,readData,copyFile,0.053381,no,no
272,1888,1888,20091126,22114133,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,copy,actionPerformed,0.057592,no,no
273,1891,1891,16556717,8588992,0,1,0,FP,0.99,other,other,hybrid_review,partially_solvable,medium,low,getSHADigest,perform,0.044444,no,no
274,1892,1892,3053403,22114133,0,1,0,FP,0.98,other,other,hybrid_review,partially_solvable,medium,low,main,actionPerformed,0.037383,no,no
275,1906,1906,14819747,4118412,0,1,0,FP,0.98,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,compress,0.079439,no,no
276,1907,1907,14819747,23532405,0,1,0,FP,0.98,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,persist,0.077778,no,no
277,1913,1913,822452,22114133,0,1,0,FP,0.95,other,other,hybrid_review,partially_solvable,medium,low,readAndRewrite,actionPerformed,0.021459,no,no
278,1921,1921,21979462,1508930,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,downloadURLtoString,httpRequestByPOST,0.214286,no,yes
279,1931,1931,14819747,841724,0,1,0,FP,0.98,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,readAndRewrite,0.047847,no,no
280,1941,1941,5951610,6301863,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,testNetworkHTTP,doRawRequest,0.214286,no,yes
281,1944,1944,189963,22114133,0,1,0,FP,1.0,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readAndRewrite,actionPerformed,0.021459,no,no
282,1950,1950,22114133,12380475,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,actionPerformed,transport,0.081633,no,no
283,1960,1960,22114133,88047,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,actionPerformed,readAndRewrite,0.021459,no,no
284,1964,1964,22114133,18211588,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,actionPerformed,copyTextFile,0.091837,no,no
285,1980,1980,14819747,14317425,0,1,0,FP,0.99,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,encodeFileToFile,0.093407,no,no
286,1989,1989,8588992,3945236,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,perform,hash,0.088398,no,no
287,1991,1991,3584508,19868933,1,0,1,FN,0.95,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,copyResource,copyFromFileToFileUsingNIO,0.203704,no,yes
288,1992,1992,3584508,1421557,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,encodeFileToFile,0.19697,no,yes
289,2012,2012,3330775,8166767,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getJSONData,invoke,0.234783,no,yes
290,2016,2016,10131427,10690321,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,low,copyFile,readData,0.026316,no,no
291,2021,2021,3584508,19113613,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,copy,0.19697,no,yes
292,2022,2022,3584508,20735941,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,getFile,0.242424,no,yes
293,2039,2039,6890417,8665321,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,getNetworkServersIPs,0.17,no,yes
